id,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place
1302893126495932416,Mon Sep 07 08:55:02 +0000 2020,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.29333333333333333,396,210,False,WorldCleanAirDay,,
1302895825769689088,Mon Sep 07 09:05:46 +0000 2020,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
1302893126495932416,Mon Sep 07 08:55:02 +0000 2020,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.29333333333333333,396,210,False,WorldCleanAirDay,,
1302895825769689088,Mon Sep 07 09:05:46 +0000 2020,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
1302893126495932416,Mon Sep 07 08:55:02 +0000 2020,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.29333333333333333,396,210,False,WorldCleanAirDay,,
1302895825769689088,Mon Sep 07 09:05:46 +0000 2020,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
1302893126495932416,Mon Sep 07 08:55:02 +0000 2020,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.29333333333333333,396,210,False,WorldCleanAirDay,,
1302895825769689088,Mon Sep 07 09:05:46 +0000 2020,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
1302893126495932416,Mon Sep 07 08:55:02 +0000 2020,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.29333333333333333,396,210,False,WorldCleanAirDay,,
1302895825769689088,Mon Sep 07 09:05:46 +0000 2020,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
