,id,created_at,clean_text,hashtags,place,timeline
291,1.30288E+18,Mon Sep 07 07:59:35 +0000 2020,Today International Day Clean Air Blue Skies simply World Day We continue project leveraging potential low cost air quality sensors clean air urban areas Ghana,CleanAir,"Central, Ghana",post
292,1.30288E+18,Mon Sep 07 08:09:45 +0000 2020,On first World Day excited announce efforts reference grade NO2 monitor,"CleanAir, Accra","Central, Ghana",post
293,1.30288E+18,Mon Sep 07 07:59:35 +0000 2020,Today International Day Clean Air Blue Skies simply World Day We continue project leveraging potential low cost air quality sensors clean air urban areas Ghana,CleanAir,"Central, Ghana",post
294,1.30288E+18,Mon Sep 07 08:09:45 +0000 2020,On first World Day excited announce efforts reference grade NO2 monitor,"CleanAir, Accra","Central, Ghana",post
295,1.30288E+18,Mon Sep 07 07:59:35 +0000 2020,Today International Day Clean Air Blue Skies simply World Day We continue project leveraging potential low cost air quality sensors clean air urban areas Ghana,CleanAir,"Central, Ghana",post
296,1.30288E+18,Mon Sep 07 08:09:45 +0000 2020,On first World Day excited announce efforts reference grade NO2 monitor,"CleanAir, Accra","Central, Ghana",post
297,1.30288E+18,Mon Sep 07 07:59:35 +0000 2020,Today International Day Clean Air Blue Skies simply World Day We continue project leveraging potential low cost air quality sensors clean air urban areas Ghana,CleanAir,"Central, Ghana",post
298,1.30288E+18,Mon Sep 07 08:09:45 +0000 2020,On first World Day excited announce efforts reference grade NO2 monitor,"CleanAir, Accra","Central, Ghana",post
299,1.30288E+18,Mon Sep 07 07:59:35 +0000 2020,Today International Day Clean Air Blue Skies simply World Day We continue project leveraging potential low cost air quality sensors clean air urban areas Ghana,CleanAir,"Central, Ghana",post
300,1.30288E+18,Mon Sep 07 08:09:45 +0000 2020,On first World Day excited announce efforts reference grade NO2 monitor,"CleanAir, Accra","Central, Ghana",post
301,1.30288E+18,Mon Sep 07 07:59:35 +0000 2020,Today International Day Clean Air Blue Skies simply World Day We continue project leveraging potential low cost air quality sensors clean air urban areas Ghana,CleanAir,"Central, Ghana",post
302,1.30288E+18,Mon Sep 07 08:09:45 +0000 2020,On first World Day excited announce efforts reference grade NO2 monitor,"CleanAir, Accra","Central, Ghana",post
303,1.31138E+18,Wed Sep 30 19:14:55 +0000 2020,"Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone","airpollution, nigeria",,post
304,1.30361E+18,Wed Sep 09 08:31:52 +0000 2020,Few slots remaining Follow link register,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Ngong, Kenya",post
305,1.31138E+18,Wed Sep 30 19:14:55 +0000 2020,"Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone","airpollution, nigeria",,post
306,1.30361E+18,Wed Sep 09 08:31:52 +0000 2020,Few slots remaining Follow link register,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Ngong, Kenya",post
307,1.31138E+18,Wed Sep 30 19:14:55 +0000 2020,"Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone","airpollution, nigeria",,post
308,1.30361E+18,Wed Sep 09 08:31:52 +0000 2020,Few slots remaining Follow link register,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Ngong, Kenya",post
309,1.31138E+18,Wed Sep 30 19:14:55 +0000 2020,"Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone","airpollution, nigeria",,post
310,1.30361E+18,Wed Sep 09 08:31:52 +0000 2020,Few slots remaining Follow link register,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Ngong, Kenya",post
311,1.31138E+18,Wed Sep 30 19:14:55 +0000 2020,"Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone","airpollution, nigeria",,post
312,1.30361E+18,Wed Sep 09 08:31:52 +0000 2020,Few slots remaining Follow link register,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Ngong, Kenya",post
313,1.31138E+18,Wed Sep 30 19:14:55 +0000 2020,"Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone","airpollution, nigeria",,post
314,1.30361E+18,Wed Sep 09 08:31:52 +0000 2020,Few slots remaining Follow link register,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Ngong, Kenya",post
315,1.31138E+18,Wed Sep 30 19:14:55 +0000 2020,"Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone","airpollution, nigeria",,post
316,1.30361E+18,Wed Sep 09 08:31:52 +0000 2020,Few slots remaining Follow link register,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Ngong, Kenya",post
