,id,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place
37,1311609429326999554,Thu Oct 01 10:10:31 +0000 2020,"THE URBAN GARDEN

#urbangarden  #naturephotography
#naturewalk
#blueskies #canal #liesbeekriver #capetown #newlands @ Rosebank, Western Cape, South Africa https://t.co/ihcKU2Fxwx",THE URBAN GARDEN Rosebank Western Cape South Africa,0.0,0.0,0,0,False,"urbangarden, naturephotography, naturewalk, blueskies, canal, liesbeekriver, capetown, newlands",,
38,1308449090368425986,Tue Sep 22 16:52:27 +0000 2020,tuesday morning in my hood #blueskies • sound⬆️ @ Sea Point Promenade https://t.co/9zcQGs2sWa,tuesday morning hood • sound⬆️ Sea Point Promenade,0.0,0.0,0,0,False,blueskies,,"Cape Town, South Africa"
39,1312863798873796609,Sun Oct 04 21:14:56 +0000 2020,Hout Bay Beach On A Windy Day In Cape Town And A Lone Tai Chi Guy #beach... https://t.co/AR55llNfUp via @YouTube #SouthAfrica #expat #travelling #beachlife #blueskies #mountainview #lovecapetown #houtbay,Hout Bay Beach On A Windy Day In Cape Town And A Lone Tai Chi Guy ... via,0.0,0.0,0,0,False,"beach, SouthAfrica, expat, travelling, beachlife, blueskies, mountainview, lovecapetown, houtbay",YouTube,
40,1311206891452760064,Wed Sep 30 07:30:58 +0000 2020,We look forward to seeing where this fantastic South African journalist goes next. She has covered #ClimateChange #AirPollution and more with a clear focus on social justice. All the best @sheree_bega https://t.co/sF2wwQoxw0,We look forward seeing fantastic South African journalist goes next She covered clear focus social justice All best,0.25555555555555554,0.275,2,0,False,"ClimateChange, AirPollution",sheree_bega,
41,1311201686149627905,Wed Sep 30 07:10:17 +0000 2020,"After 15 years, today is my last day at the Saturday Star. I’ve been blessed to work with and learn from incredible journalists, made great friends and am so grateful to my editors who supported and encouraged my work. Onto the next exciting chapter in environmental journalism!",After 15 years today last day Saturday Star I ’ blessed work learn incredible journalists made great friends grateful editors supported encouraged work Onto next exciting chapter environmental journalism,0.4,0.5033333333333333,156,8,,,,
42,1313483459168436231,Tue Oct 06 14:17:14 +0000 2020,"Letter to the editor: comments on a published article
.
https://t.co/ZBXbj0Ypgk
.
#MikeSchaefer #airconditioning #airdistribution #noiselevels #VRVsystems #AirQuality",Letter editor comments published article,0.0,0.0,1,0,False,"MikeSchaefer, airconditioning, airdistribution, noiselevels, VRVsystems, AirQuality",,
43,1303252157928550405,Tue Sep 08 08:41:42 +0000 2020,Air pollution causes respiratory and heart problems. And for those who already have pre-existing respiratory conditions such as asthma and pneumonia suffer the most. Prevent air pollution. #CleanAirForAll #CleanAirJoburg #CleanAir #SolutionToPollution https://t.co/2SlWSudr7a,Air pollution causes respiratory heart problems And already pre-existing respiratory conditions asthma pneumonia suffer Prevent air pollution,0.0,0.0,11,12,False,"CleanAirForAll, CleanAirJoburg, CleanAir, SolutionToPollution",,"Johannesburg, South Africa"
44,1302861070940418050,Mon Sep 07 06:47:39 +0000 2020,The UN General Assembly adopted the resolution to designate today the 7th of September as the International Day of Clean Air for Blue Skies as part of an effort to improve air quality awareness. #CleanAirForAll #CleanAir #worldcleanairday #CleanTheAir #GlobalGoals https://t.co/7dfuDmQWW1,The UN General Assembly adopted resolution designate today 7th September International Day Clean Air Blue Skies part effort improve air quality awareness,0.10416666666666667,0.3250000000000001,23,19,False,"CleanAirForAll, CleanAir, worldcleanairday, CleanTheAir, GlobalGoals",,"Johannesburg, South Africa"
45,1292928457995890691,Mon Aug 10 20:59:00 +0000 2020,"Monday Movements:
OutDoor Chapterz: Part 1👣
Hike Like its Sunday 🙌 wit the Homeyz
#outdoors #life #living #Family #friends
#trips #tripstagram #photoshoot
#freshair @ Modderfontein Reserve https://t.co/WdRQPuJSIZ",Monday Movements OutDoor Chapterz Part 1 Hike Like Sunday wit Homeyz Modderfontein Reserve,0.0,0.0,1,0,False,"outdoors, life, living, Family, friends, trips, tripstagram, photoshoot, freshair",,"Johannesburg, South Africa"
46,1304404900357582848,Fri Sep 11 13:02:17 +0000 2020,"Another awesome day in the saddle!

#mtb #mtblife #mtbcannondale #sunrise #sunshine #sun #freshair #freshairtherapy #cannondale #cycle #cycling @ Gauteng https://t.co/Pv4oX6Q2RV",Another awesome day saddle Gauteng,1.0,1.0,0,0,False,"mtb, mtblife, mtbcannondale, sunrise, sunshine, sun, freshair, freshairtherapy, cannondale, cycle, cycling",,"Randburg, South Africa"
47,1313418918736920576,Tue Oct 06 10:00:47 +0000 2020,Chemicals and energy group Sasol has announced the launch of its 2030 emissions roadmap for its South African operations. Read more in this week's Sasol feature. | https://t.co/6Cny7K8Hjy @SasolSA #Emissions #Renewables #Energy https://t.co/vy2emyHHff,Chemicals energy group Sasol announced launch 2030 emissions roadmap South African operations Read week 's Sasol feature,0.0,0.0,9,6,False,"Emissions, Renewables, Energy",SasolSA,
48,1313079327752433664,Mon Oct 05 11:31:22 +0000 2020,"Matching a contemporary estate’s lavish design, while reducing utility costs with AC innovation
.
https://t.co/KcdNEzv5j7
.
#Fourwaysairconditioning #TheAzure #SamsungDMVHVACtechnology #Invertermid-wallsplits
#HVAC https://t.co/AOOFCB2tQu",Matching contemporary estate ’ lavish design reducing utility costs AC innovation -wallsplits,0.16666666666666666,0.16666666666666666,0,0,False,"Fourwaysairconditioning, TheAzure, SamsungDMVHVACtechnology, Invertermid, HVAC",,
49,1311970081614843904,Fri Oct 02 10:03:37 +0000 2020,"CPD Masterclass: Healthy-building design in the Covid-19 crisis
.
https://t.co/B2He3pSbYe
.
#Buildingdesign #HVAC #buildinghealth #indoorairquality #humidity #thermalhealthandventilation #biophilicdesign https://t.co/UwPaSUltUi",CPD Masterclass Healthy-building design Covid-19 crisis,0.0,0.0,0,0,False,"Buildingdesign, HVAC, buildinghealth, indoorairquality, humidity, thermalhealthandventilation, biophilicdesign",,
50,1302133385440227328,Sat Sep 05 06:36:06 +0000 2020,"@mphomoerane @COJ @CityofJoburgZA @CityPowerJhb @CleanerJoburg @JHBWater The @jegpf supports the sustainability of a 36 hectare park in tbe heart of Johannesburg. By conserving such a large green space we are  increasing flora, reducing the impact of smoke, and increasing biodiversity whilst promoting active citizenry.",The supports sustainability 36 hectare park tbe heart Johannesburg By conserving large green space increasing flora reducing impact smoke increasing biodiversity whilst promoting active citizenry,-0.03968253968253969,0.4428571428571429,2,0,,,"mphomoerane, COJ, CityofJoburgZA, CityPowerJhb, CleanerJoburg, JHBWater, jegpf",
51,1303010402691936257,Mon Sep 07 16:41:03 +0000 2020,"@jegpf @mphomoerane @COJ @CityofJoburgZA @CityPowerJhb @CleanerJoburg @JHBWater We absolutely love this. We would love to visit and connect.... 

#WorldCleanAirDay #CleanAirForAll #CleanAirForBlueSkies",We absolutely love We would love visit connect ...,0.5,0.6,0,0,,"WorldCleanAirDay, CleanAirForAll, CleanAirForBlueSkies","jegpf, mphomoerane, COJ, CityofJoburgZA, CityPowerJhb, CleanerJoburg, JHBWater","Johannesburg, South Africa"
52,1301789718561067008,Fri Sep 04 07:50:29 +0000 2020,"@mphomoerane @COJ @CityofJoburgZA @CityPowerJhb @CleanerJoburg @JHBWater I reduce air pollution in my community by cleaning up rubbish &amp; involving the community; also educating the community to call onto @cleanerJoburg to collect their rubbish, instead of burning it.
#CleanAirForAll #CleanAirJoburg #unepafrica #unepas #unepas @CityofJoburgZA",I reduce air pollution community cleaning rubbish amp involving community also educating community call onto collect rubbish instead burning,0.0,0.0,2,1,,"CleanAirForAll, CleanAirJoburg, unepafrica, unepas, unepas","mphomoerane, COJ, CityofJoburgZA, CityPowerJhb, CleanerJoburg, JHBWater, CleanerJoburg, CityofJoburgZA",
53,1303009628029161475,Mon Sep 07 16:37:58 +0000 2020,Thank you for all you're doing. #WasteStopsWithME ♻️ #CleanAirForAll #CleanAirForBlueSkies #WorldCleanAirDay #CleanAirJoburg https://t.co/IcEro0cGyp,Thank 're ️,0.0,0.0,11,9,False,"WasteStopsWithME, CleanAirForAll, CleanAirForBlueSkies, WorldCleanAirDay, CleanAirJoburg",,"Johannesburg, South Africa"
54,1301798047580651525,Fri Sep 04 08:23:35 +0000 2020,@SekweleMaboea @mphomoerane @JHBWater @COJ @CityofJoburgZA @CityPowerJhb @CleanerJoburg Not safe to do so.,Not safe,-0.25,0.5,1,0,,,"SekweleMaboea, mphomoerane, JHBWater, COJ, CityofJoburgZA, CityPowerJhb, CleanerJoburg",
55,1303010035883290630,Mon Sep 07 16:39:35 +0000 2020,"@AnsieNaude3 @SekweleMaboea @mphomoerane @JHBWater @COJ @CityofJoburgZA @CityPowerJhb @CleanerJoburg Sadly safety is an issue. But imagine if we collectively took back our communities, street by street.

#CleanAirForAll #WorldCleanAirDay #CleanAirForBlueSkies #CleanAirJoburg",Sadly safety issue But imagine collectively took back communities street street,-0.25,0.5,0,0,,"CleanAirForAll, WorldCleanAirDay, CleanAirForBlueSkies, CleanAirJoburg","AnsieNaude3, SekweleMaboea, mphomoerane, JHBWater, COJ, CityofJoburgZA, CityPowerJhb, CleanerJoburg","Johannesburg, South Africa"
56,1303025365229744132,Mon Sep 07 17:40:30 +0000 2020,#CleanAirForAll #CleanAirForBlueSkies #CleanAirDay #CleanAirJoburg #CleanAirTshwane https://t.co/kitWcKnUQQ,,0.0,0.0,0,0,False,"CleanAirForAll, CleanAirForBlueSkies, CleanAirDay, CleanAirJoburg, CleanAirTshwane",,"Soweto, South Africa"
57,1313073784472174598,Mon Oct 05 11:09:20 +0000 2020,"Hello @CityofJoburgZA 🙂, have you announced the winners of the #CleanAirForAll #CleanAirJoburg competition?",Hello announced winners competition,0.0,0.0,0,0,,"CleanAirForAll, CleanAirJoburg",CityofJoburgZA,
58,1303003707051839488,Mon Sep 07 16:14:27 +0000 2020,"Overlooking Protea Glen, Soweto from the N12 highway
#CleanAirForAll
#CleanAirJ
#AfricaAQ
#CleanAirForBlueSkies
#CleanAirJoburg https://t.co/x6DGkCRrt9",Overlooking Protea Glen Soweto N12 highway,0.0,0.0,7,5,False,"CleanAirForAll, CleanAirJ, AfricaAQ, CleanAirForBlueSkies, CleanAirJoburg",,"Soweto, South Africa"
59,1302995916601864197,Mon Sep 07 15:43:29 +0000 2020,Observing International Day of Clean Air for Blue Skies.#CleanAirForBlueSkies #CleanAirForAll#CleanAirJoburg#CleanAirTshwane https://t.co/VaUJD4i6yu,Observing International Day Clean Air Blue Skies,0.12222222222222225,0.26666666666666666,6,4,False,CleanAirForBlueSkies,,
60,1304361517459148800,Fri Sep 11 10:09:54 +0000 2020,Competition terms and conditions: 👇👇 #CleanAirForAll #CleanAirJoburg #Unepafrica #unepas. ^PS https://t.co/QHEH659vAj,Competition terms conditions ^PS,0.0,0.0,6,3,False,"CleanAirForAll, CleanAirJoburg, Unepafrica, unepas",,
61,1303004696408469505,Mon Sep 07 16:18:22 +0000 2020,International Clean Day Air...let’s reduce our carbon footprint #CleanAirForAll #cleanairjoburg @CleanerJoburg @COJ @CityofJoburgZA @JHBWater  @CityPowerJhb https://t.co/TRI4WIuO7C,International Clean Day Air ... let ’ reduce carbon footprint,0.18333333333333332,0.35000000000000003,2,0,False,"CleanAirForAll, cleanairjoburg","CleanerJoburg, COJ, CityofJoburgZA, JHBWater, CityPowerJhb","Sandton, South Africa"
62,1301496214983245825,Thu Sep 03 12:24:12 +0000 2020,"Air pollution can cause serious health problems such as cancer, reproductive complications, and birth defects. Let us work together to stop air pollution for our health and for the future generations #CleanAirForAll #CleanAirJoburg #CleanAirTshwane ^FN https://t.co/T2j6FptXkN",Air pollution cause serious health problems cancer reproductive complications birth defects Let us work together stop air pollution health future generations ^FN,-0.16666666666666666,0.3958333333333333,2,2,False,"CleanAirForAll, CleanAirJoburg, CleanAirTshwane",,"Johannesburg, South Africa"
63,1304410947004633089,Fri Sep 11 13:26:19 +0000 2020,"@CityofJoburgZA I definitely use Shopping bags all the time
I don't smoke 
We reuse,reduce and recycle around my community
We also use public transport most of us
#CleanAirForAll
#CleanAirJoburg
#Unepafrika 
#unepas",I definitely use Shopping bags time I n't smoke We reuse reduce recycle around community We also use public transport us,0.0,0.2833333333333333,0,0,,"CleanAirForAll, CleanAirJoburg, Unepafrika, unepas",CityofJoburgZA,"Johannesburg, South Africa"
64,1297448638902415361,Sun Aug 23 08:20:35 +0000 2020,"Sunday morning walk, still winning at life. 
#LateWinter #Trees #Nature #Sun #lollipop #LockdownLevel2 #WinterinSouthAfrica #Hoodie #hat #blueskies https://t.co/NgxIzUQSs5",Sunday morning walk still winning life,0.5,0.75,0,0,False,"LateWinter, Trees, Nature, Sun, lollipop, LockdownLevel2, WinterinSouthAfrica, Hoodie, hat, blueskies",,"Johannesburg, South Africa"
65,1301857213263339521,Fri Sep 04 12:18:41 +0000 2020,"@mphomoerane @CityPowerJhb @COJ @CityofJoburgZA @CleanerJoburg @JHBWater • Avoid using lots of harsh chemicals.
• Conserve energy – turn off lights and electric appliances when not in use.

 @COJ #CleanAirForAll #CleanAirJoburg/#CleanairJoburg #unepafrica #unepas @CityofJoburgZA @CityPowerJhb @CleanerJoburg @JHBWater",• Avoid using lots harsh chemicals • Conserve energy – turn lights electric appliances use,-0.2,0.7,2,0,,"CleanAirForAll, CleanAirJoburg, CleanairJoburg, unepafrica, unepas","mphomoerane, CityPowerJhb, COJ, CityofJoburgZA, CleanerJoburg, JHBWater, COJ, CityofJoburgZA, CityPowerJhb, CleanerJoburg, JHBWater",
66,1303008544585850882,Mon Sep 07 16:33:40 +0000 2020,"Loving all these ideas and suggestions and hearing what many people are doing to combat their own pollution footprint. 

We all deserve #CleanAirForAll #CleanAirForBlueSkies #WorldCleanAirDay #SolutionToPollution #Health https://t.co/TpkhCDf7SC",Loving ideas suggestions hearing many people combat pollution footprint We deserve,0.55,0.725,7,8,False,"CleanAirForAll, CleanAirForBlueSkies, WorldCleanAirDay, SolutionToPollution, Health",,"Johannesburg, South Africa"
67,1303283342046101505,Tue Sep 08 10:45:37 +0000 2020,"It's one month to #CleanAirDay! Today we launch the UK's first ever personal Air Pollution Calculator 🧮

The Calculator helps you work out your impact on #airpollution and the steps you can take to reduce it.

Check it out here:  
https://t.co/B5PIyaxUKR  

#BuildBackCleanerAir https://t.co/Xb7G04tct6",It 's one month Today launch UK 's first ever personal Air Pollution Calculator 🧮 The Calculator helps work impact steps take reduce Check,0.125,0.31666666666666665,42,33,False,"CleanAirDay, airpollution, BuildBackCleanerAir",,
68,1308324675332771841,Tue Sep 22 08:38:04 +0000 2020,"CLEANER AIR 🏞 
= HEALTH CHILDREN AND ADULTS 🤗
= CLEANER COMMUNITIES,
PLANTS, TREES and the Entire BIODIVERSITY🐸🐟🐛🦋🌻
Impacting #FOODSECURITY 🌾

#CleanAirDay 
#UsedOilForGood #UsedOil4Good 
#TreatAtTheSource  #biodiversity 
#GlobalGoals https://t.co/glUEeE9ExZ",CLEANER AIR HEALTH CHILDREN AND ADULTS 🤗 CLEANER COMMUNITIES PLANTS TREES Entire BIODIVERSITY🦋 Impacting,0.0,0.625,0,0,False,"FOODSECURITY, CleanAirDay, UsedOilForGood, UsedOil4Good, TreatAtTheSource, biodiversity, GlobalGoals",,"Johannesburg, South Africa"
69,1302879170196799488,Mon Sep 07 07:59:35 +0000 2020,"Today is International Day of Clean Air for Blue Skies, simply World #CleanAir Day. We continue through our @GhanaAQ project and leveraging on the potential of low cost air quality sensors to clean the air in urban areas of Ghana.",Today International Day Clean Air Blue Skies simply World Day We continue project leveraging potential low cost air quality sensors clean air urban areas Ghana,0.09166666666666667,0.3946428571428572,15,4,,CleanAir,GhanaAQ,"Central, Ghana"
70,1302881730295201792,Mon Sep 07 08:09:45 +0000 2020,"On this first World #CleanAir Day, am excited to announce that through the efforts of @subu_caps #Accra now has a reference grade NO2 monitor @GhanaAQ @alfelix123 @CleanAirJ https://t.co/gaMUdYHYNJ",On first World Day excited announce efforts reference grade NO2 monitor,0.3125,0.5416666666666666,40,9,False,"CleanAir, Accra","subu_caps, GhanaAQ, alfelix123, CleanAirJ","Central, Ghana"
71,1313139981364408323,Mon Oct 05 15:32:23 +0000 2020,"You of all people should know the importance of preserving what is left of Ghana’s dwindling natural habitats. #Atewa is an important ecosystem which houses several endangered species and is the source of drinking water for over 5 million Ghanaians. 
@LeoDiCaprio  @yvonnenelsongh",You people know importance preserving left Ghana ’ dwindling natural habitats important ecosystem houses several endangered species source drinking water 5 million Ghanaians,0.125,0.35,7,7,,Atewa,"LeoDiCaprio, yvonnenelsongh",
72,1302915754430472193,Mon Sep 07 10:24:57 +0000 2020,"Air Pollution is responsible for approximately 7 million deaths annually around the world. 
Everyone deserves a breath of Fresh,Clean air!👏👏👏👏

#WorldCleanAirDay https://t.co/rK170Cy7fj",Air Pollution responsible approximately 7 million deaths annually around world Everyone deserves breath Fresh Clean air,0.11666666666666667,0.5875,2,0,False,WorldCleanAirDay,,"Accra, Ghana"
73,1302856625963692033,Mon Sep 07 06:30:00 +0000 2020,"Today is the first-ever #WorldCleanAirDay!

Clean air is important for health, productivity, the economy and the environment.
With the European Green Deal, we want to cut dangerous emissions and reach a zero-pollution environment for all. Find out how here ↓

#EUGreenDeal",Today first-ever Clean air important health productivity economy environment With European Green Deal want cut dangerous emissions reach zero-pollution environment Find ↓,-0.0066666666666666645,0.58,813,372,,"WorldCleanAirDay, EUGreenDeal",,
74,1310842749860679680,Tue Sep 29 07:24:00 +0000 2020,"#ClimateChange #GretaThunberg #cleanairforall #collectiveaction #ocean #CO2emissions 
#ClimateEmergency #greenlife #beach #veganlife #SaveTheChildren 

Let’s help the next generation 🙏❤️🌱🍀🌍

https://t.co/vE638ZQae2",Let ’ help next generation ️,0.0,0.0,0,1,False,"ClimateChange, GretaThunberg, cleanairforall, collectiveaction, ocean, CO2emissions, ClimateEmergency, greenlife, beach, veganlife, SaveTheChildren",,"Accra, Ghana"
75,1311384045008367633,Wed Sep 30 19:14:55 +0000 2020,"Data from a recent World Bank study show, Lagos. Nigeria residents are paying a very high price: the study estimates air pollution resulted in 11,200 premature deaths in 2018 alone. 😑 

https://t.co/gAeZFLaTF8 #airpollution #nigeria https://t.co/scUUAqvtdm","Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone",0.08,0.395,7,5,False,"airpollution, nigeria",,
76,1303612072786366465,Wed Sep 09 08:31:52 +0000 2020,"Few slots remaining
Follow the link to register
#CleanAirForAll 
https://t.co/XjNwRymi92
#Nairobi #AirPollution #cleanenergy 
@Environment_Ke @SNVworld @KEFRIHQ @WaterTowersKe @EU_ENV @EnvAgency @ntvkenya @KTNNewsKE https://t.co/q9I8lqEieN",Few slots remaining Follow link register,-0.2,0.1,3,2,False,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Environment_Ke, SNVworld, KEFRIHQ, WaterTowersKe, EU_ENV, EnvAgency, ntvkenya, KTNNewsKE","Ngong, Kenya"
77,1304323503844470784,Fri Sep 11 07:38:51 +0000 2020,"Happening now: H.E. Hon. Lee Kinyanjui; The effects of Energy and Health Nexus has become a serious focus in recent days
#REWG202 #energy #AirQuality #Health #CleanAirForAll https://t.co/ZLToloiWrE",Happening H.E Hon Lee Kinyanjui The effects Energy Health Nexus become serious focus recent days,-0.16666666666666666,0.4583333333333333,3,0,False,"REWG202, energy, AirQuality, Health, CleanAirForAll",,"Ngong, Kenya"
78,1311191548848201728,Wed Sep 30 06:30:00 +0000 2020,"Emissions from the transport sector are a major contributor to climate change and have a significant impact on air quality. What can be done to mitigate the issue? Read more #transport #ClimateChange #cleanair
https://t.co/H2HK7UWg88",Emissions transport sector major contributor climate change significant impact air quality What done mitigate issue Read,0.21875,0.6875,0,0,False,"transport, ClimateChange, cleanair",,
79,1311274532150349826,Wed Sep 30 11:59:45 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
LIGHT IT UP
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",LIGHT IT UP,0.4,0.7,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
80,1311274140486242305,Wed Sep 30 11:58:12 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
BMO
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",BMO,0.0,0.0,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
